id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
257000421,3,Aug 15-16,Favorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,Yes,Should,Somewhat confident,NA,A Democrat,78,65+,No high school diploma or GED,Less than high school,Male,"Other, Non-Hispanic",4,"$75,000 to $99,999",Widowed,Metro,West,Rented for cash,California,Other,Not working,not parents of children 0-17 YO,English,Catholic,NA
257000422,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Don't know,Yes,Don't know,Not confident at all,NA,An Independent,85,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
257000423,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Don't know,Don't know,Don't know,Don't know,NA,A Republican,51,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000424,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,Don't know,Should,Somewhat confident,NA,A Democrat,31,30-49,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000425,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,An Independent,43,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Hindu,NA
257000426,3,Aug 15-16,Favorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,No,Should,Somewhat confident,NA,A Democrat,36,30-49,Some college or Associate degree,Some college,Male,Hispanic,3,"$25,000 to $49,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
257000427,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Somewhat confident,NA,An Independent,66,65+,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Retired,Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000428,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,An Independent,54,50-64,Some college or Associate degree,Some college,Male,Hispanic,Six or more,"$100,000 to $149,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
257000429,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,No,Should,Somewhat confident,NA,A Democrat,45,30-49,Bachelor's degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",4,"$25,000 to $49,999",Divorced,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000430,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should,Not confident at all,NA,An Independent,43,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000431,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Should not,Yes,Should not,Not so confident,NA,A Republican,38,30-49,Some college or Associate degree,Some college,Male,Hispanic,4,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Spanish,Catholic,NA
257000432,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Don't know,NA,An Independent,34,30-49,Bachelor's degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,NA
257000433,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,An Independent,58,50-64,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Working part-time,not parents of children 0-17 YO,English,Other non-Christian religion,NA
257000434,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Not confident at all,NA,An Independent,68,65+,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000435,3,Aug 15-16,Unfavorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,No,Should,Don't know,NA,A Democrat,49,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Kentucky,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000436,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Don't know,Don't know,Don't know,Don't know,NA,Something else,25,18-29,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Never married,Non-Metro,West,Rented for cash,Nevada,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000437,3,Aug 15-16,Unfavorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Somewhat confident,NA,An Independent,68,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Retired,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
257000438,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,A Republican,35,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Catholic,NA
257000439,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should,Not confident at all,NA,A Republican,43,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",Six or more,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000440,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Don't know,Should,Somewhat confident,NA,A Democrat,42,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,West,Rented for cash,California,Self-employed,Working full-time,parents of children 0-17 YO,English,Other Christian religion,NA
257000441,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,A Republican,57,50-64,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other Christian religion,NA
257000442,3,Aug 15-16,Unfavorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Don't know,Should,Somewhat confident,NA,A Democrat,48,30-49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Never married,Metro,West,Rented for cash,Oregon,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000443,3,Aug 15-16,No opinion,Skipped,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Don't know,Don't know,Should,Not so confident,NA,An Independent,63,50-64,No high school diploma or GED,Less than high school,Female,"Other, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Hindu,NA
257000444,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Should not,Yes,Should not,Not confident at all,NA,Something else,53,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Homemaker,Not working,not parents of children 0-17 YO,English,No religion,NA
257000445,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Don't know,Should,Don't know,NA,A Democrat,65,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,1,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Working part-time,not parents of children 0-17 YO,English,Catholic,NA
257000446,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,A Republican,59,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
257000447,3,Aug 15-16,No opinion,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Should not,Don't know,Don't know,Don't know,NA,An Independent,35,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$25,000 to $49,999",Never married,Metro,West,Rented for cash,New Mexico,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Catholic,NA
257000448,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,An Independent,75,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
257000449,3,Aug 15-16,Favorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should,Yes,Should,Very confident,NA,Something else,23,18-29,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,3,"$75,000 to $99,999",Never married,Metro,South,Rented for cash,Louisiana,Other,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
257000450,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should not,Somewhat confident,NA,An Independent,33,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000451,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Don't know,No,Don't know,Don't know,NA,An Independent,23,18-29,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",4,"$10,000 to $24,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Other,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000452,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Not so confident,NA,An Independent,64,50-64,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Retired,Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000453,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Somewhat confident,NA,An Independent,50,50-64,Master's degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,No religion,NA
257000454,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,A Democrat,67,65+,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000455,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Somewhat confident,NA,A Democrat,38,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other Christian religion,NA
257000456,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Don't know,Don't know,Don't know,Not so confident,NA,An Independent,36,30-49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Other Christian religion,NA
257000457,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Don't know,Should,Very confident,NA,A Democrat,28,18-29,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000458,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Don't know,NA,A Democrat,52,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",3,"$10,000 to $24,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Self-employed,Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000459,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should not,Yes,Should not,Not confident at all,NA,An Independent,48,30-49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000460,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Should not,Yes,Should not,Not confident at all,NA,Something else,26,18-29,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Metro,South,Rented for cash,Arkansas,Other,Not working,not parents of children 0-17 YO,English,No religion,NA
257000461,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Don't know,Don't know,Should,Don't know,NA,Something else,41,30-49,No high school diploma or GED,Less than high school,Female,"Other, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Oklahoma,Homemaker,Not working,not parents of children 0-17 YO,English,No religion,NA
257000462,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,A Republican,56,50-64,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Kentucky,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000463,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,Something else,23,18-29,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",4,"$50,000 to $74,999",Never married,Metro,South,Owned or being bought by you or someone in your household,West Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000464,3,Aug 15-16,No opinion,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Don't know,Yes,Should not,Not so confident,NA,An Independent,68,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Rented for cash,Minnesota,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000465,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Don't know,Yes,Should,Not confident at all,NA,An Independent,29,18-29,Master's degree or above,Bachelors degree or higher,Male,Hispanic,1,"$100,000 to $149,999",Never married,Metro,West,Rented for cash,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000466,3,Aug 15-16,No opinion,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Don't know,Yes,Should not,Don't know,NA,Something else,21,18-29,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Kentucky,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,NA
257000467,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Don't know,Yes,Should not,Not so confident,NA,Something else,38,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,No religion,NA
257000468,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Don't know,Yes,Should not,Not so confident,NA,An Independent,21,18-29,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other Christian religion,NA
257000469,3,Aug 15-16,No opinion,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Don't know,Yes,Don't know,Not confident at all,NA,An Independent,44,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Oregon,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000470,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Should not,Yes,Should not,Not confident at all,NA,A Republican,55,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Homemaker,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000471,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should not,Yes,Should not,Not confident at all,NA,An Independent,25,18-29,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Currently laid off,Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000472,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should,Somewhat confident,NA,An Independent,24,18-29,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
257000473,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should,Not so confident,NA,A Republican,57,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Divorced,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Iowa,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000474,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,A Democrat,69,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
257000475,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,An Independent,69,65+,Bachelor's degree,Bachelors degree or higher,Male,Hispanic,2,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Working part-time,not parents of children 0-17 YO,English,Catholic,NA
257000476,3,Aug 15-16,Favorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should not,Yes,Should not,Don't know,NA,A Republican,63,50-64,Bachelor's degree,Bachelors degree or higher,Male,Hispanic,1,"$75,000 to $99,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Spanish,Catholic,NA
257000477,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Not so confident,NA,A Democrat,29,18-29,No high school diploma or GED,Less than high school,Male,"Other, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
